Moviename,Runtime (min),Genre,Rating,MPAA_Rating,Director,Actors,Votes,Year,Gross(M),Updated Genre
The Call of the Wild,100,"Adventure, Drama, Family",6.8,PG,Chris Sanders,"Harrison Ford, Omar Sy, Cara Gee, Dan Stevens",46393,2020,62.34,Adventure
Nothing to Hide,90,"Comedy, Drama",6.8,TV-MA,Fred Cavayé,"Bérénice Bejo, Suzanne Clément, Stéphane De Groodt, Vincent Elbaz",14557,2018,0.0,Comedy
Teen Titans GO! To the Movies,84,"Animation, Action, Adventure",6.8,PG,Aaron Horvath,"Greg Cipes, Scott Menville, Khary Payton, Tara Strong",18682,2018,29.56,Animation
Always Be My Maybe,101,"Comedy, Romance",6.8,PG-13,Nahnatchka Khan,"Ali Wong, Randall Park, James Saito, Michelle Buteau",53534,2019,0.0,Comedy
The Eight Hundred,149,"Action, Drama, History",6.8,Not Rated,Hu Guan,"Zhi-zhong Huang, Zhang Junyi, Hao Ou, Xiaoguang Hu",5039,2020,0.37,Action
22 July,143,"Crime, Drama, History",6.8,R,Paul Greengrass,"Anders Danielsen Lie, Jonas Strand Gravli, Jon Øigarden, Maria Bock",32717,2018,0.0,Crime
Reign of the Supermen,87,"Animation, Action, Adventure",6.8,PG-13,Sam Liu,"Jerry O'Connell, Rebecca Romijn, Rainn Wilson, Patrick Fabian",13507,2019,0.0,Animation
A Simple Favor,117,"Comedy, Crime, Mystery",6.8,R,Paul Feig,"Anna Kendrick, Blake Lively, Henry Golding, Andrew Rannells",143271,2018,53.55,Comedy
The Girl in the Fog,128,"Crime, Drama, Mystery",6.8,PG-13,Donato Carrisi,"Toni Servillo, Alessio Boni, Lorenzo Richelmy, Galatea Ranzi",10660,2017,0.0,Crime
News of the World,118,"Action, Adventure, Drama",6.8,PG-13,Paul Greengrass,"Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson",82297,2020,0.0,Action
Us,116,"Horror, Mystery, Thriller",6.8,R,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker",269404,2019,175.08,Horror
Benedetta,131,"Biography, Drama, History",6.8,Unrated,Paul Verhoeven,"Virginie Efira, Charlotte Rampling, Daphne Patakia, Lambert Wilson",12002,2021,0.0,Biography
Arctic,98,"Adventure, Drama",6.8,PG-13,Joe Penna,"Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk",50153,2018,2.41,Adventure
The Photographer of Mauthausen,110,"Biography, Drama, History",6.8,TV-MA,Mar Targarona,"Mario Casas, Richard van Weyden, Alain Hernández, Adrià Salazar",10349,2018,0.0,Biography
Ladies in Black,109,"Comedy, Drama, Romance",6.8,PG,Bruce Beresford,"Julia Ormond, Angourie Rice, Rachael Taylor, Alison McGirr",6765,2018,0.0,Comedy
Bombshell,109,"Biography, Drama",6.8,R,Jay Roach,"Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow",109038,2019,0.0,Biography
Mary and the Witch's Flower,103,"Animation, Adventure, Family",6.8,PG,Hiromasa Yonebayashi,"Hana Sugisaki, Ryûnosuke Kamiki, Yûki Amami, Fumiyo Kohinata",13844,2017,2.42,Animation
Penguin Bloom,95,"Biography, Drama",6.8,TV-14,Glendyn Ivin,"Naomi Watts, Griffin Murray-Johnston, Andrew Lincoln, Essi Murray-Johnston",9436,2020,0.0,Biography
Patti Cake$,109,"Drama, Music",6.8,R,Geremy Jasper,"Danielle Macdonald, Sahr Ngaujah, Bridget Everett, Mamoudou Athie",10074,2017,0.8,Drama
Calibre,101,"Drama, Thriller",6.8,TV-MA,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie",27307,2018,0.0,Drama
A Shaun the Sheep Movie: Farmageddon,86,"Animation, Adventure, Comedy",6.8,G,Will Becher,"Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour",13175,2019,0.0,Animation
The Lion King,118,"Animation, Adventure, Drama",6.8,PG,Jon Favreau,"Donald Glover, Beyoncé, Seth Rogen, Chiwetel Ejiofor",234187,2019,543.64,Animation
I See You,98,"Crime, Drama, Horror",6.8,R,Adam Randall,"Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis",45840,2019,0.0,Crime
Toc Toc,90,Comedy,6.8,TV-MA,Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero",17902,2017,0.0,Comedy
Batman: Return of the Caped Crusaders,78,"Animation, Action, Adventure",6.8,PG,Rick Morales,"Adam West, Burt Ward, Julie Newmar, Jeff Bergman",5431,2016,0.0,Animation
Wildlife,105,Drama,6.8,PG-13,Paul Dano,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",27984,2018,1.03,Drama
Victoria & Abdul,111,"Biography, Drama, History",6.8,PG-13,Stephen Frears,"Judi Dench, Ali Fazal, Tim Pigott-Smith, Eddie Izzard",35124,2017,22.25,Biography
Spies in Disguise,102,"Animation, Action, Adventure",6.8,PG,Nick Bruno,"Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado",45249,2019,66.76,Animation
Escape from Pretoria,106,Thriller,6.8,PG-13,Francis Annan,"Daniel Radcliffe, Daniel Webber, Ian Hart, Mark Leonard Winter",33545,2020,0.0,Thriller
You Were Never Really Here,89,"Crime, Drama",6.8,R,Lynne Ramsay,"Joaquin Phoenix, Judith Roberts, Ekaterina Samsonov, John Doman",115379,2017,2.52,Crime
Beast,107,"Crime, Drama, Mystery",6.8,R,Michael Pearce,"Jessie Buckley, Olwen Fouéré, Trystan Gravelle, Johnny Flynn",12666,2017,0.8,Crime
Kingsglaive: Final Fantasy XV,110,"Animation, Action, Adventure",6.8,PG-13,Takeshi Nozue,"Aaron Paul, Lena Headey, Sean Bean, Neil Newbon",21399,2016,0.23,Animation
A Futile and Stupid Gesture,101,"Biography, Comedy",6.8,TV-MA,David Wain,"Frank Gingerich, Morgan Gingerich, Annette O'Toole, Harry Groener",15637,2018,0.0,Biography
To the Bone,107,Drama,6.8,TV-MA,Marti Noxon,"Rebekah Kennedy, Lily Collins, Dana L. Wilson, Ziah Colon",47049,2017,0.0,Drama
The Nile Hilton Incident,111,"Crime, Drama, Mystery",6.8,Unrated,Tarik Saleh,"Fares Fares, Mari Malek, Yasser Ali Maher, Ahmed Selim",7880,2017,0.08,Crime
Colette,111,"Biography, Drama, History",6.8,R,Wash Westmoreland,"Keira Knightley, Fiona Shaw, Dominic West, Robert Pugh",22486,2018,5.14,Biography
Pulimurugan,161,"Action, Thriller",6.8,Not Rated,Vysakh,"Mohanlal, Jagapathi Babu, Kamalinee Mukherjee, Lal",7696,2016,0.0,Action
All the Money in the World,132,"Biography, Crime, Drama",6.8,R,Ridley Scott,"Michelle Williams, Christopher Plummer, Mark Wahlberg, Romain Duris",82960,2017,25.11,Biography
Tom of Finland,117,"Biography, Drama",6.8,Not Rated,Dome Karukoski,"Pekka Strang, Seumas F. Sargent, Chris Myland, Alf Myreen",5838,2017,0.38,Biography
Panfilov's 28,121,"Action, Drama, History",6.8,PG-13,Kim Druzhinin,"Maksim Abrosimov, Sergey Agafonov, Pavel Aseev, Ivan Batarev",5317,2016,0.0,Action
The Pirates of Somalia,116,"Biography, Drama",6.8,R,Bryan Buckley,"Al Pacino, Evan Peters, Melanie Griffith, Barkhad Abdi",9876,2017,0.0,Biography
Blade of the Immortal,140,"Action, Drama, Fantasy",6.8,R,Takashi Miike,"Takuya Kimura, Hana Sugisaki, Sôta Fukushi, Hayato Ichihara",17269,2017,0.15,Action
Delibal,117,"Drama, Romance",6.8,Not Rated,Ali Bilgin,"Çagatay Ulusoy, Leyla Lydia Tugutlu, Hüseyin Avni Danyal, Mustafa Avkiran",10681,2015,0.0,Drama
Kara Bela,105,"Action, Adventure, Comedy",6.8,Not Rated,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan",8876,2015,0.0,Action
The Student,118,Drama,6.8,Unrated,Kirill Serebrennikov,"Pyotr Skvortsov, Viktoriya Isakova, Yuliya Aug, Aleksandr Gorchilin",5410,2016,0.0,Drama
Lipstick Under My Burkha,117,"Comedy, Drama",6.8,Not Rated,Alankrita Shrivastava,"Aahana Kumra, Ratna Pathak Shah, Konkona Sen Sharma, Plabita Borthakur",6680,2016,0.0,Comedy
The Exception,107,"Drama, Romance, War",6.8,R,David Leveaux,"Lily James, Jai Courtney, Christopher Plummer, Ella Holland",13108,2016,0.61,Drama
Neruda,107,"Biography, Crime, Drama",6.8,R,Pablo Larraín,"Gael García Bernal, Luis Gnecco, Mercedes Morán, Emilio Gutiérrez Caba",10231,2016,0.94,Biography
Collateral Beauty,97,"Drama, Romance",6.8,PG-13,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña",98316,2016,31.02,Drama
Storks,87,"Animation, Adventure, Comedy",6.8,PG,Nicholas Stoller,"Andy Samberg, Katie Crown, Kelsey Grammer, Jennifer Aniston",60727,2016,72.68,Animation
Finding Your Feet,111,"Comedy, Drama, Family",6.8,PG-13,Richard Loncraine,"Imelda Staunton, Celia Imrie, Timothy Spall, Joanna Lumley",6411,2017,1.42,Comedy
Frozen II,103,"Animation, Adventure, Comedy",6.8,PG,Chris Buck,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",161144,2019,477.37,Animation
American Woman,111,"Drama, Mystery",6.8,R,Jake Scott,"Sienna Miller, Sky Ferreira, Kentucker Audley, Christina Hendricks",6484,2018,0.24,Drama
The Measure of a Man,91,Drama,6.8,Not Rated,Stéphane Brizé,"Vincent Lindon, Karine de Mirbeck, Matthieu Schaller, Yves Ory",6110,2015,0.11,Drama
Lady Macbeth,89,"Drama, Romance",6.8,R,William Oldroyd,"Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie",22668,2016,1.13,Drama
Shin Godzilla,120,"Action, Drama, Horror",6.8,Not Rated,Hideaki Anno,"Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Ôsugi",26828,2016,1.92,Action
Widows,129,"Crime, Drama, Thriller",6.8,R,Steve McQueen,"Viola Davis, Michelle Rodriguez, Elizabeth Debicki",94938,2018,42.4,Crime
Indignation,110,"Drama, Romance",6.8,R,James Schamus,"Logan Lerman, Sarah Gadon, Tijuana Ricks, Sue Dahlman",12027,2016,3.4,Drama
Other People,97,"Comedy, Drama",6.8,Unrated,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow",11040,2016,0.09,Comedy
Captain Marvel,123,"Action, Adventure, Sci-Fi",6.8,PG-13,Anna Boden,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",521291,2019,426.83,Action
Florence Foster Jenkins,111,"Biography, Comedy, Drama",6.8,PG-13,Stephen Frears,"Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson",54945,2016,27.37,Biography
People Places Things,85,"Comedy, Romance",6.8,R,Jim Strouse,"Jemaine Clement, Regina Hall, Jessica Williams, Stephanie Allynne",9934,2015,0.0,Comedy
The House That Jack Built,152,"Crime, Drama, Horror",6.8,R,Lars von Trier,"Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan",70609,2018,0.09,Crime
Truth,125,"Biography, Drama, History",6.8,R,James Vanderbilt,"Cate Blanchett, Robert Redford, Dennis Quaid, Elisabeth Moss",19874,2015,2.54,Biography
Shamitabh,155,Drama,6.8,Not Rated,R. Balki,"Amitabh Bachchan, Dhanush, Akshara Haasan, Abhinaya",7406,2015,0.24,Drama
The Outpost,123,"Action, Drama, History",6.8,R,Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy",30836,2019,0.0,Action
I Am a Hero,126,"Action, Comedy, Horror",6.8,TV-MA,Shinsuke Sato,"Yô Ôizumi, Kasumi Arimura, Masami Nagasawa, Hisashi Yoshizawa",6621,2015,0.0,Action
No Tears for the Dead,116,"Action, Crime, Drama",6.8,Not Rated,Jeong-beom Lee,"Jang Dong-Gun, Kim Min-hee, Brian Tee, Kim Hee-won",6443,2014,0.0,Action
Heaven Knows What,97,"Crime, Drama",6.8,R,Benny Safdie,"Arielle Holmes, Caleb Landry Jones, Buddy Duress, Necro",7888,2014,0.08,Crime
A Perfect Day,106,"Comedy, Drama, War",6.8,R,Fernando León de Aranoa,"Benicio Del Toro, Tim Robbins, Olga Kurylenko, Mélanie Thierry",21819,2015,0.0,Comedy
Housebound,107,"Comedy, Horror, Mystery",6.8,Not Rated,Gerard Johnstone,"Morgana O'Reilly, Rima Te Wiata, Glen-Paul Waru, Ross Harper",33855,2014,0.0,Comedy
Hamari Adhuri Kahani,129,"Drama, Romance",6.8,Not Rated,Mohit Suri,"Rajkummar Rao, Emraan Hashmi, Vidya Balan, Namit Das",5933,2015,0.24,Drama
Ferdinand,108,"Animation, Adventure, Comedy",6.8,PG,Carlos Saldanha,"John Cena, Kate McKinnon, Bobby Cannavale, Jack Gore",54804,2017,84.41,Animation
Rocky Handsome,119,"Action, Crime, Drama",6.8,Not Rated,Nishikant Kamat,"John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya",8144,2016,0.0,Action
Raees,143,"Action, Crime, Drama",6.8,Not Rated,Rahul Dholakia,"Raj Arjun, Shah Rukh Khan, Shubham Chintamani, Shubham Tukaram",43247,2017,3.26,Action
Tolkien,112,"Biography, Drama, Romance",6.8,PG-13,Dome Karukoski,"Nicholas Hoult, Lily Collins, Colm Meaney, Derek Jacobi",38579,2019,4.54,Biography
A Second Chance,102,"Drama, Thriller",6.8,TV-MA,Susanne Bier,"Nikolaj Coster-Waldau, Nikolaj Lie Kaas, Roland Møller, Thomas Bo Larsen",6245,2014,0.0,Drama
The Autopsy of Jane Doe,86,"Horror, Mystery, Thriller",6.8,R,André Øvredal,"Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton",111278,2016,0.0,Horror
It Follows,100,"Horror, Mystery, Thriller",6.8,R,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe",229774,2014,14.67,Horror
Kill Zone 2,120,"Action, Adventure, Crime",6.8,Not Rated,Soi Cheang,"Tony Jaa, Jing Wu, Simon Yam, Jin Zhang",6622,2015,0.0,Action
Hasee Toh Phasee,141,"Comedy, Romance",6.8,Not Rated,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi",14834,2014,0.34,Comedy
The Diary of a Teenage Girl,102,"Comedy, Drama, Romance",6.8,R,Marielle Heller,"Bel Powley, Alexander Skarsgård, Kristen Wiig, Christopher Meloni",31363,2015,1.48,Comedy
The Tender Bar,106,Drama,6.8,R,George Clooney,"Ben Affleck, Tye Sheridan, Daniel Ranieri, Lily Rabe",20766,2021,0.0,Drama
Man Up,88,"Comedy, Drama, Romance",6.8,R,Ben Palmer,"Lake Bell, Rory Kinnear, Ken Stott, Harriet Walter",51799,2015,0.0,Comedy
Mia madre,106,Drama,6.8,R,Nanni Moretti,"Margherita Buy, John Turturro, Giulia Lazzarini, Nanni Moretti",7321,2015,0.3,Drama
Babysitting,85,Comedy,6.8,Not Rated,Nicolas Benamou,"Philippe Lacheau, Alice David, Vincent Desagnat, Tarek Boudali",10204,2014,0.0,Comedy
Mary Kom,122,"Action, Biography, Drama",6.8,Not Rated,Omung Kumar,"Priyanka Chopra Jonas, Sunil Thapa, Robin Das, Rajni Basumatary",10599,2014,0.59,Action
Comet,91,"Comedy, Drama, Romance",6.8,R,Sam Esmail,"Justin Long, Emmy Rossum, Kayla Servi, Eric Winter",18430,2014,0.0,Comedy
Obvious Child,84,"Comedy, Drama, Romance",6.8,R,Gillian Robespierre,"Jenny Slate, Jake Lacy, Gaby Hoffmann, Gabe Liedman",24914,2014,3.12,Comedy
Heli,105,"Crime, Drama, Romance",6.8,Not Rated,Amat Escalante,"Armando Espitia, Andrea Vergara, Linda González, Juan Eduardo Palacios",5053,2013,0.0,Crime
Annihilation,115,"Adventure, Drama, Horror",6.8,R,Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson, Benedict Wong",308021,2018,32.73,Adventure
Veronica Mars,107,"Crime, Drama, Mystery",6.8,PG-13,Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni, Christopher Lowell",52109,2014,3.32,Crime
The House at the End of Time,101,"Drama, Fantasy, Horror",6.8,Unrated,Alejandro Hidalgo,"Ruddy Rodríguez, Guillermo Garcia, Rosmel Bustamante, Gonzalo Cubero",7190,2013,0.0,Drama
Mr. Turner,150,"Biography, Drama, History",6.8,R,Mike Leigh,"Timothy Spall, Paul Jesson, Dorothy Atkinson, Marion Bailey",25538,2014,3.96,Biography
Clouds of Sils Maria,124,Drama,6.8,R,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger",29264,2014,1.81,Drama
Gloria,110,"Comedy, Drama, Romance",6.8,R,Sebastián Lelio,"Paulina García, Sergio Hernández, Diego Fontecilla, Fabiola Zamora",8802,2013,2.11,Comedy
Frequencies,109,"Mystery, Romance, Sci-Fi",6.8,Not Rated,Darren Paul Fisher,"Daniel Fraser, Eleanor Wyld, Owen Pugh, Dylan Llewellyn",14219,2013,0.0,Mystery
What If...,111,"Drama, Romance",6.8,Not Rated,Christopher Papakaliatis,"Christopher Papakaliatis, Marina Kalogirou, Giorgos Konstadinou, Maro Kodou",7887,2012,0.0,Drama
The Liberator,119,"Biography, Drama, History",6.8,R,Alberto Arvelo,"Edgar Ramírez, Erich Wildpret, María Valverde, Juana Acosta",5296,2013,0.11,Biography
Spectre,148,"Action, Adventure, Thriller",6.8,PG-13,Sam Mendes,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",427344,2015,200.07,Action
A Private War,110,"Biography, Drama, War",6.8,R,Matthew Heineman,"Rosamund Pike, Alexandra Moen, Tom Hollander, Faye Marsay",18839,2018,1.63,Biography
The Dirties,83,"Crime, Drama",6.8,Not Rated,Matt Johnson,"Matt Johnson, Owen Williams, Padraig Singal, Ross Hill",7000,2013,0.0,Crime
The Thieves,135,"Action, Comedy, Crime",6.8,Not Rated,Dong-hoon Choi,"Kim Yoon-seok, Lee Jung-jae, Kim Hye-su, Jun Ji-hyun",10117,2012,0.69,Action
The Babadook,94,"Drama, Horror, Mystery",6.8,Not Rated,Jennifer Kent,"Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney",214081,2014,0.92,Drama
Big Bad Wolves,110,"Drama, Horror, Thriller",6.8,Not Rated,Aharon Keshales,"Lior Ashkenazi, Rotem Keinan, Tzahi Grad, Doval'e Glickman",16378,2013,0.03,Drama
Leap!,89,"Animation, Adventure, Comedy",6.8,PG,Eric Summer,"Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler",21802,2016,24.7,Animation
Miss You Already,112,"Comedy, Drama, Romance",6.8,PG-13,Catherine Hardwicke,"Drew Barrymore, Toni Collette, Dominic Cooper, Paddy Considine",18530,2015,1.16,Comedy
Draft Day,110,"Drama, Sport",6.8,PG-13,Ivan Reitman,"Kevin Costner, Chadwick Boseman, Jennifer Garner, Frank Langella",58767,2014,28.83,Drama
Long Shot,125,"Comedy, Romance",6.8,R,Jonathan Levine,"Charlize Theron, Seth Rogen, June Diane Raphael, O'Shea Jackson Jr.",106920,2019,30.32,Comedy
Electrick Children,96,Drama,6.8,R,Rebecca Thomas,"Julia Garner, Liam Aiken, Billy Zane, Cynthia Watros",5893,2012,0.0,Drama
Trouble with the Curve,111,"Drama, Sport",6.8,PG-13,Robert Lorenz,"Clint Eastwood, Amy Adams, John Goodman, Justin Timberlake",63215,2012,35.76,Drama
Sleepwalk with Me,81,Comedy,6.8,PG-13,Mike Birbiglia,"Mike Birbiglia, Lauren Ambrose, James Rebhorn, Carol Kane",11869,2012,2.26,Comedy
Smashed,81,Drama,6.8,R,James Ponsoldt,"Mary Elizabeth Winstead, Aaron Paul, Nick Offerman, Megan Mullally",16934,2012,0.38,Drama
The Finest Hours,117,"Action, Drama, History",6.8,PG-13,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",65442,2016,27.57,Action
Journey to the West,110,"Action, Adventure, Comedy",6.8,PG-13,Stephen Chow,"Zhang Wen, Shu Qi, Bo Huang, Show Lo",12517,2013,0.02,Action
No Men Allowed,102,"Comedy, Drama, Romance",6.8,Not Rated,Rambod Javan,"Reza Attaran, Vishka Asayesh, Pegah Ahangarani, Mani Haghighi",6982,2011,0.0,Comedy
Thor: The Dark World,112,"Action, Adventure, Fantasy",6.8,PG-13,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård",649270,2013,206.36,Action
A Most Wanted Man,122,"Crime, Drama, Thriller",6.8,R,Anton Corbijn,"Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl, Robin Wright",75571,2014,17.24,Crime
Borgman,113,"Drama, Horror, Mystery",6.8,Not Rated,Alex van Warmerdam,"Jan Bijvoet, Hadewych Minis, Jeroen Perceval, Alex van Warmerdam",17412,2013,0.06,Drama
Singham,143,"Action, Crime, Drama",6.8,Not Rated,Rohit Shetty,"Ajay Devgn, Prakash Raj, Sudhanshu Pandey, Kajal Aggarwal",16366,2011,0.35,Action
Sinister,110,"Horror, Mystery, Thriller",6.8,R,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Thompson",240602,2012,48.09,Horror
The East,116,"Crime, Drama, Thriller",6.8,PG-13,Zal Batmanglij,"Brit Marling, Alexander Skarsgård, Elliot Page, Toby Kebbell",50067,2013,2.27,Crime
Kiss Me,105,"Drama, Romance",6.8,Not Rated,Alexandra-Therese Keining,"Ruth Vega Fernandez, Liv Mjönes, Krister Henriksson, Lena Endre",10614,2011,0.0,Drama
The German Doctor,93,"Drama, History, Thriller",6.8,PG-13,Lucía Puenzo,"Alex Brendemühl, Diego Peretti, Guillermo Pfening, Alan Daicz",7191,2013,0.41,Drama
Reality,116,"Comedy, Drama",6.8,R,Matteo Garrone,"Aniello Arena, Paola Minaccioni, Loredana Simioli, Nando Paone",5413,2012,0.06,Comedy
Last Love,111,"Comedy, Drama, Romance",6.8,Not Rated,Sandra Nettelbeck,"Michael Caine, Michelle Goddet, Jane Alexander, Serge Hollogne",12520,2013,0.0,Comedy
Chappie,120,"Action, Crime, Drama",6.8,R,Neill Blomkamp,"Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver",244776,2015,31.57,Action
Cirque du Soleil: Worlds Away,91,Fantasy,6.8,PG,Andrew Adamson,"Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke",8040,2012,12.5,Fantasy
The Maze Runner,113,"Action, Mystery, Sci-Fi",6.8,PG-13,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",448508,2014,102.43,Action
No Escape,103,"Action, Thriller",6.8,R,John Erick Dowdle,"Lake Bell, Pierce Brosnan, Owen Wilson, Thanawut Ketsaro",84354,2015,27.29,Action
Stonehearst Asylum,112,"Drama, Horror, Thriller",6.8,PG-13,Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson",55443,2014,0.0,Drama
Odd Thomas,97,"Comedy, Fantasy, Horror",6.8,PG-13,Stephen Sommers,"Anton Yelchin, Ashley Sommers, Leonor Varela, Matthew Page",51769,2013,0.0,Comedy
The First Time,95,"Comedy, Drama, Romance",6.8,PG-13,Jonathan Kasdan,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",69931,2012,0.02,Comedy
The Wall,108,"Drama, Mystery, Sci-Fi",6.8,Not Rated,Julian Pölsler,"Martina Gedeck, Luchs von Kyffhäuserbach, Karlheinz Hackl, Ulrike Beimpold",6347,2012,0.04,Drama
Guilty of Romance,144,"Drama, Horror, Romance",6.8,Not Rated,Sion Sono,"Miki Mizuno, Makoto Togashi, Megumi Kagurazaka, Kazuya Kojima",5109,2011,0.0,Drama
Jersey Boys,134,"Biography, Drama, Music",6.8,R,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza",34530,2014,47.03,Biography
Beyond Outrage,110,"Action, Crime, Drama",6.8,R,Takeshi Kitano,"Toshiyuki Nishida, Tomokazu Miura, Takeshi Kitano, Ryô Kase",6530,2012,0.0,Action
Bernie,104,"Biography, Comedy, Crime",6.8,PG-13,Richard Linklater,"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman",59625,2011,9.2,Biography
Tanu Weds Manu,113,"Comedy, Drama, Romance",6.8,Not Rated,Aanand L. Rai,"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal",15304,2011,0.0,Comedy
Stoker,99,"Drama, Mystery, Thriller",6.8,R,Park Chan-wook,"Mia Wasikowska, Nicole Kidman, Matthew Goode, Dermot Mulroney",107387,2013,1.7,Drama
Their Finest,117,"Comedy, Drama, Romance",6.8,R,Lone Scherfig,"Gemma Arterton, Sam Claflin, Bill Nighy, Richard E. Grant",19495,2016,3.6,Comedy
Night Train to Lisbon,111,"Mystery, Romance, Thriller",6.8,R,Bille August,"Jeremy Irons, Mélanie Laurent, Jack Huston, Martina Gedeck",19302,2013,0.0,Mystery
Bleed for This,117,"Biography, Drama, Sport",6.8,R,Ben Younger,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds",26718,2016,4.85,Biography
Loft,108,"Crime, Drama, Thriller",6.8,Not Rated,Antoinette Beumer,"Fedja van Huêt, Barry Atsma, Jeroen van Koningsbrugge, Gijs Naber",5778,2010,0.0,Crime
The Vow,104,"Drama, Romance",6.8,PG-13,Michael Sucsy,"Rachel McAdams, Channing Tatum, Sam Neill, Jessica Lange",191307,2012,125.01,Drama
The Grey,117,"Action, Adventure, Drama",6.8,R,Joe Carnahan,"Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts",249345,2011,51.58,Action
Contagion,106,"Drama, Thriller",6.8,PG-13,Steven Soderbergh,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",297848,2011,75.66,Drama
Insidious,103,"Horror, Mystery, Thriller",6.8,PG-13,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",298190,2010,54.01,Horror
Warm Bodies,98,"Comedy, Horror, Romance",6.8,PG-13,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich, Lio Tipton",228050,2013,66.38,Comedy
Machine Gun Preacher,129,"Action, Biography, Crime",6.8,R,Marc Forster,"Gerard Butler, Michelle Monaghan, Michael Shannon, Kathy Baker",65485,2011,0.54,Action
Puncture,100,"Biography, Drama",6.8,R,Adam Kassen,"Chris Evans, Mark Kassen, Vinessa Shaw, Marshall Bell",23830,2011,0.07,Biography
The Skeleton Twins,93,"Comedy, Drama, Romance",6.8,R,Craig Johnson,"Kristen Wiig, Bill Hader, Luke Wilson, Ty Burrell",42083,2014,5.28,Comedy
